videoId,videoViewCount,likeCount,dislikeCount,commentCount
MNUg356N8vY,3410,135,5,40
MUHmU5BSUIY,303,5,1,0
Mt4e6vl8Cz8,2287,6,28,1
N5N2xWj4fAM,2910,12,2,1
NC-f3O2Xook,2119,64,1,19
NE-XzLFYMrc,569,12,1,3
NKEZcsRV7x0,3502,90,2,33
NNJzqlb31jE,565,55,1,22
NWbkzI6xbgs,223,5,0,5
Nqwoc3CbW0A,607,10,0,5
NyRi8az4lRc,3021,69,7,36
O1JrLHoAfPI,6807,88,7,6
OTTwTbhNPeQ,2297,35,7,7
OTpJt4IOuyU,12457,48,5,4
OqSxerFw8zU,7564,445,9,59
OzvdxBHGdeM,8703,164,9,28
OzykYaosWlI,33055,527,71,86
P-GltZnSPSI,1865,26,2,1
P05cOkzjL8w,9541,640,14,60
P0x5rXLAWgg,43587,685,112,53
P6o6QTBVSu0,664,12,1,1
P95NoKpw9Bs,2412,3,32,0
PBUoQPVEtT0,292,24,1,5
PEINl625Or4,3897,111,10,24
PN1eCbIIScc,23254,392,20,87
PQeJqHF8uSw,170,9,1,0
PSgW6qfdN8c,13262,666,20,86
PSzt2rd8rl0,2226,28,12,5
PTasFADA6xM,566,6,1,3
PnH3-x2Sfls,2114,14,5,0
PrEVHteyyAc,1368,16,5,0
PsHL8N4ODmI,15233,36,2,7
PuXBTq2RhnA,6536,226,9,43
QOUKPUv8xe4,40192,2018,386,176
QeOpb_Z9lZg,3279,47,15,11
R-gSUaCE5lY,3698,142,5,36
RBfHXO2SDtU,8764,208,15,11
RU7Q2hY9prM,5711,105,7,27
RXI8WqMSDPM,122,0,1,1
RYQ2UJPeoUY,1631,110,0,87
RzrP5hUduxs,11746,34,52,23
S--nToWZqAs,317,0,0,0
SAWHhp8yl18,2917,32,2,11
SB039KeeW8c,55279,654,41,77
SLJBQrgXPIM,15368,641,13,94
SPStXH8m34M,17002,1284,86,173
ScYdq4BOQmA,258,1,0,0
SdEVRbiwjVA,75048,1690,42,258
Sp9UNA4gqA0,3456,92,10,18
Sqqq1MkbPCg,2862,38,3,15
SvWXYghtPsg,15031,216,8,32
Syg5WK8HMMU,8209,42,4,11
T07X3rin8l0,7671,156,9,20
T4LRajGuYmw,6874,178,17,40
TDasmNWRvb0,1517,31,1,4
TJuqwZsXloA,3240,43,5,5
Tl0gfPWmaZI,3878,44,19,12
TpPmgomHqGY,6975,123,4,6
Tza6TqDnP3c,2149,26,4,5
U1C1wyO-hLY,76013,1905,63,336
U9-phyZWtQI,2235,2,38,0
UMWX0O2aytI,2534,34,36,9
UdR86Ur-W9s,16397,221,15,40
Umr7L5M-15k,2321,145,7,29
Upw9WBxz0L8,3096,17,7,0
UsYVkCBEVUM,12190,941,14,104
VHKQlS6V1wA,1579,17,4,1
VHXW8GOO8tw,547,10,3,4
VMBa3TavBDg,10512,162,12,22
VU-axD9Ww9E,6409,62,26,7
VVaJ-pZtFcI,22775,281,17,40
VdbBJyeEd0o,619,9,7,0
VkV7j4LSIME,1025,2,5,0
WFrqilYqzVI,12969,427,29,38
WUWGwkAfhAo,2856,71,4,24
Wbpusd3MCBY,6022,89,4,12
WsG8Ww1cg-g,34342,800,19,143
WsSm0mEpi24,204,5,0,0
WtpTyhaXn_Q,221,1,1,1
Wu-5hFDC-1A,6664,166,12,8
XYrQJRFsbQY,4097,92,1,9
Xg_9L4Rux-A,7992,17,1,4
XprHCaFeRKs,10138,81,52,19
Y7Yr6koOIBE,23663,724,16,103
YIMsXP4znBc,1952,38,2,10
YKmi49sj1CE,4439,33,2,15
YTRHJDdxRo8,31044,850,577,266
YWjjzBb9AOE,3239,7,1,0
YZp0rGM7lgo,1407,5,2,0
Ye5tkisOQrA,44400,234,21,36
YfVBJ_UJPSQ,1988,19,2,5
YlPBrOI3-Qk,52205,1182,41,129
Z8-dqvMC0n0,54579,980,32,158
ZAR8X1A0_R8,1426,32,4,12
ZBRjM6crUjs,538,44,4,48
ZMK5JDCUOsU,30229,698,49,142
ZRcMpvkfUG0,2618,24,1,0
Zg52XHcNW-s,2053,91,3,21
ZoOD0ScYBU8,34928,559,66,112
Zx_AHdY03L8,10008,242,16,33
ZyhPcraLap4,1245,47,1,13
_1lCQn8h-Ho,241,4,1,0
_2_tc-3YyQw,20377,114,12,25
_3hgnK3JYSU,23057,643,37,108
_AVcmYoD9LA,21753,481,39,84
_HIbWhW2lVc,385,60,1,30
_QtoqZ5tcw4,737,20,1,1
_bLSWR-dA2s,427,10,0,0
_vrjGYtZIMw,74133,2688,58,319
a1I_Ne1yk4M,172,2,0,0
aat0sNBtrho,9339,546,9,63
ajxZqiCYviE,2462,23,3,1
assvtDgbFas,12793,234,45,61
bE3JhTA6x6U,29448,163,47,23
bL5yYZEkD6g,1448,51,0,4
bn0susGDwnU,4729,147,25,16
c4aAiasXDCU,291,3,0,5
c5RvkQAvYYc,449,5,4,2
c5etP1APj6A,208,5,1,2
cKjYlwmnjUI,372,22,0,0
cOcDCHGEPhM,2261,15,0,6
cauSe9hymEQ,2101,59,4,12
cn-sV8yqe_Q,158,6,0,0
dAR4Wz23EPk,423,5,1,1
dPhp66duNTg,3421,38,20,6
dUS3bEF5LwA,1113,16,6,3
ddlaTAQpdwo,14297,239,406,44
dfivsfMHwjU,19833,578,53,120
e29Ws-tjcOg,204,1,0,0
eEZoz_2BZFY,3032,50,7,6
eIeCLQyjhf4,228,1,0,0
eUuCcVd1VfA,136,0,5,0
e_jBSTaf4ZY,43948,665,111,43
f9nFoFZpbuc,5022,64,9,16
fTrE6l-kkk4,1349,38,3,17
fYS6nvSjA8Y,79967,540,82,84
fdd5HSLNr84,953,14,2,23
fkx8Z6q_MjM,429,6,0,1
fntyIlwgCgg,16362,502,12,80
foQajktI93w,289,7,0,0
fp_3EjV7axw,25124,925,32,132
fw_u-CaJBzY,1966,44,4,1
gJ1dOQezRD4,33413,382,25,34
gKHi9IUj138,457,13,1,6
gLK3omkFEZs,1013,21,1,1
gZ1iss60Z4o,5584,370,11,28
h-KlKxnVWPE,4254,54,3,7
h8t47bempSA,17755,400,9,42
hCKvtVCYjWk,768,12,1,5
hLTRNLy_FAI,2121,50,11,8
hLZpAbanTTU,7224,28,6,4
hNVhqWe9ofw,39851,1791,299,574
hRuhi5_NBYE,59991,924,52,136
hXwG4dlWhmo,237,0,4,1
h_VlGuRva8Y,22078,650,28,125
haXXIb2S4DM,622,4,1,0
hoixCfj1TkU,8159,72,17,4
huByaC61LaA,1,0,0,0
hzHbIDI1ZpI,306,4,7,1
i9OBXv0z9WA,681,0,6,5
iDV3bkWfxnU,66314,1838,48,176
iLjT-aGJid0,19284,523,18,92
id2vwFfNbMY,72637,2186,112,639
idezw8ALqYU,706,3,18,0
ifI0rDBYKgw,12357,212,13,25
ii884qARwjM,1452,25,2,4
isFbBKsT9QE,4851,121,4,18
isJganU1Sa4,27675,216,11,31
jRKIFalwNZ4,1350,39,1,5
jh_Qz6WjFUg,10195,286,14,65
jjYZDAtXq6k,6596,71,13,13
k8eFx0l3V2c,2370,87,2,42
kAeAYQd1dVo,10524,106,23,42
kgCU3ICA0YI,42227,3115,206,104
kiirqNerx6Y,6001,167,2,12
kkww9jPLACw,13118,200,14,38
ky6fS9rY1CM,33304,1163,29,127
l5iZj59Grv0,1368,42,0,12
lA6VvZHMBjU,3906,88,5,11
lJ9WcH3Gcyg,577,4,3,2
lVfjF6G4hqo,8915,64,7,20
lXAMVqgjZtM,617,7,2,2
lXkn17rdybk,1584,39,7,16
lc_W0jHtaaY,35304,219,17,219
ldfYqTMKuck,165,4,0,0
m13fkxUEGTE,23338,199,52,35
mGO4fR-vI1k,9296,334,107,103
mQxL-Ye9LaE,5197,176,11,46
mclvKikyXpI,16774,247,12,33
mj21jfvs1q8,85247,2019,71,389
mru3iEtikKg,4783,88,9,33
n6TkfKyf3fw,8686,110,11,41
n8g8X_knZpE,55139,1616,347,127
nFvjiX6tRo8,6202,128,10,28
nHUgKA4M1Wc,655,20,3,4
nIDx1iarPcs,2615,17,4,1
nKPqizdaUTE,5675,97,14,15
nXqUSpD-t3Q,32157,1262,10,159
nhULk2nUUCs,1932,44,0,10
nmqReKelHkw,42512,1125,32,166
nnxCsQ-qnpI,4996,49,2,3
nsvI6aUzXNQ,19030,219,30,48
oGykTNYkKdI,630,4,0,1
oM8sKcPbx7E,965,45,2,16
odZ1VMdQt5k,4236,92,5,19
ogdmGtjCcwI,11670,462,2,3
oxTmT1hFiOY,3330,103,45,57
pCH2xcHT7uw,2930,61,2,7
pFKzhqI-sK4,347,3,1,0
pgrPZNlIYMs,2196,69,1,3
pkuEFSnv1zk,4890,28,5,15
psBoHWVSids,21962,536,44,130
pv4d5fUJnaY,26702,809,15,111
qE8ZkbrTzw4,745,52,2,31
qNchp_xFSdM,305,0,1,0
qbXngEZbvB8,2728,8,4,3
qoiNDq627os,22818,402,47,27
qtSYD8Ne3gE,72473,2018,38,181
qz3kQGXyAQw,15354,54,11,17
r6b1A6LFsOk,687,36,3,4
r7kegdEE5Bw,501,10,1,4
rC2a5-30ro8,24510,384,160,122
rHGLxKGeIq0,5077,167,10,24
rJuQ6kQD_DA,3122,41,3,0
s8mqF7jBGKU,9037,339,17,33
s9cp6Pb_k5c,7471,167,12,16
s9mrR2tqVbQ,54066,751,28,89
sM56-qxcoBw,7498,49,8,10
sPUVI6YITjg,9956,139,10,36
sgDw_nzICJA,5198,40,3,6
siGUXcwGFfI,239,2,0,0
svkbg7R4xX8,1409,98,7,24
tJWbH6FM5_o,10589,179,10,19
tK2xwdSsN_w,89616,1483,45,257
tXi5foXFwo8,2847,26,7,0
ta0W7g13JY4,492,7,0,2
uJBpje0mN44,7537,211,73,22
uLFDLj2OnRU,15517,611,20,123
uU_WuAgy5Mg,45287,1136,29,137
uwG7kBN6lD8,12903,73,11,10
v8A9REps8Jc,75154,1037,67,130
v8OoKaK6WSs,7977,197,6,41
vJutpA7ZM78,2020,36,1,3
vKnUUMAM_6w,7642,73,23,28
vNp0AJxarTU,1201,32,1,10
vXoeQmgRjVU,320,2,2,1
vfa5Ej0GRmo,1146,40,2,9
voNI1dpc6zI,1427,34,7,8
wAO_j4qk_Mg,21455,37,2,6
wAVDZBdl2aA,30115,32,0,3
wS-WFdxyNCc,28559,505,9,97
waAgGcXRRKQ,568,24,0,7
wf6fagUTUAY,8180,178,4,4
wtm0AsdQ4CI,217,16,0,4
wvEvUOs1I5A,1311,28,2,12
x177p1E-1pE,1682,2,4,1
x4wSZrtJUGg,6790,272,16,63
xHQ6tS7CWuk,20906,445,15,124
xTeryXKwoAk,8341,222,44,29
x_QKV-ttKVg,407,4,0,0
xrJOiUotk3o,194,1,0,2
xtrapgNw2Dg,32730,510,34,70
y2PCTya3NN0,2199,38,1,10
y4vQvYrAcGI,1309,23,2,10
y5NEjbKqK0o,19927,417,9,12
y9WzwOjIom4,506,19,0,12
yAFKgTdwOVg,351,9,3,0
yBi16n4FDFY,35644,1104,34,42
yOjtiT67gt8,1076,21,3,0
yWpm3F2fMtE,2496,24,12,6
ycTr75Dp7Kg,2085,46,1,20
z2L86nhElqE,4450,27,3,3
zLxblAfe7UQ,1142,21,4,11
zPtdrkUjJmw,7681,156,10,60
zkk8OJ1BGtg,837,37,1,7
znMTu5SssX0,8553,74,94,15
zqGgOIz_9PQ,167,9,0,1
