videoId,videoViewCount,likeCount,dislikeCount,commentCount
NZYte5K3q9o,62343,1874,74,227
NosrYKTkEDg,257375,3338,158,273
O2HDCerISTc,382489,11042,252,720
O87r3FQH5j0,173115,11653,222,808
OCwmtt2BunE,111469,1531,99,525
O_7dw0SpMdU,13291,337,60,167
P01WSeJod3M,56495,4137,164,345
P4f-JmUAP2g,115827,4682,329,658
PG3ZfOw1-b4,332881,14319,655,1282
PP1_4wek4nI,386517,11732,423,2187
PSVdZX_OIV0,18409,271,36,57
PTwKCmJg2nE,106127,2818,92,842
PZfWkspbthY,13729,638,16,183
PiMGtzWS4bM,113223,8220,219,629
PlNjLu10wVY,42291,959,52,292
PwLHVKo2POo,34903,699,27,142
Q21tYxUVH1U,339926,8981,175,1029
Q6BWPYcKtRg,74129,2108,209,105
QD5oDJ_Z_to,36130,1747,251,278
QQtfirO7zNg,40224,1306,39,116
QSOo1VZYJKA,173826,10096,125,617
QXW9gN6MEa0,52418,1302,23,119
QgFd_w2n1es,482648,11207,278,2193
Qy-A-CsTzbI,201047,3320,296,522
R-80gmlRDKs,68562,2237,37,117
RMf9BO3S1tw,19075,614,50,210
RPgWJ8KGm3w,121674,3072,113,446
RSQP7SNHmr8,52290,708,88,130
RT8B1zlsAc0,115634,3768,255,377
RY68drLdHlA,21891,964,52,140
RYZuagiyW_w,74366,4609,89,547
Ry19jsHdVVo,22164,398,18,79
RyykXaWSobs,42614,1622,70,354
S-Z7aswdjrE,17181,1128,28,88
S-dOB326mlY,320773,11119,313,1832
S2mzgigH_v8,48728,1719,68,183
S3rd442UeWE,112964,4778,161,1430
S5r1cvQwFD0,83552,2877,110,235
SSAN_o4r5nE,56793,4420,98,455
SndWxRaMzxA,62414,1363,58,237
SyTgs9BurZA,76343,5108,51,304
TBKVPwfc29o,14354,526,20,192
TQIBjGOou8U,107121,2147,140,545
TXHVtgGDNRo,2993,97,24,60
TXSInNThqy8,339131,9026,92,544
TtxFDKreZT0,106114,4936,136,423
TyesYbkLKl4,64686,4124,158,475
U1qg6bEHmrg,24930,157,38,25
U4CbM2BxRq0,40010,843,23,184
UGWRVjFPT_8,30312,2237,37,352
UMZItNod5lk,12345,747,12,223
UOg60V3YCBY,18449,1079,111,344
Uihs2abfd6A,8158,57,21,16
UlXJuwoYazU,32595,1810,25,330
Um9zZWrKoAI,219290,4456,340,676
Un06R-fUfnk,25410,269,53,56
V1MZUhf6mQE,8584,194,10,92
V91NS1JGq5w,82435,3463,35,256
VPjhz9Ho6DQ,37015,1415,131,519
VQ0HPc-WRw4,30552,1301,54,157
VUlA4IqTJVY,22881,570,35,82
VVtQfsXLnSA,60832,3298,81,582
VdwTfi3Jv4o,54009,1833,84,251
VoL1H7U-QUY,11904,1257,52,193
VvGkqsg_8uw,3502,127,6,59
VyYt7c07Qt4,143961,5025,114,546
VzXzxBcoPDU,153838,2182,173,395
WJvYP93pWiE,295831,6362,48,414
WLl-hfOW7GQ,117773,3064,170,454
WUQTzRDHpqg,81661,1519,120,237
WV6h345sJ_8,33187,395,21,124
WXdfpXbxotE,250404,8854,947,509
WcFK5pvzTlA,64192,832,292,174
XGB3gRIlG0M,17856,647,45,179
XIWANvgXtvI,125151,3715,56,224
Y-gAMO9S06M,134540,2189,41,347
YPgDpp8jG7g,27594,1784,73,270
YTm_0DWqOsE,54734,1889,156,86
YWrGZDG2l-I,332312,14727,820,1136
YXAmCnC8rJQ,26520,453,23,99
Yb12bkihZs4,9663,147,15,60
YkYtUCUEsR8,40040,1693,101,208
YqLueJ0hDV8,48276,1502,26,142
YqeRrUStXCg,209358,6428,139,708
ZgzsYcxDd48,3052,454,8,55
Zp3uyjO0CA4,103832,3683,84,399
