videoId,title,channelId,channelTitle,uploaded
aXAAujWQx3Q,Test Google Stadia - pochmurna przyszłość gier wideo,UCjgirfp1BeeM98AxxyKXolA,arhn.eu,2019-11-22T16:42:51Z
qosk1EiOvec,Google Stadia&#39;s New &#39;Gender Neutral&#39; Controller,UCuVgoagmU3hmfMwtxG9s4Sw,Optimus,2019-11-21T23:02:11Z
BeZ_VUQYeDE,Prečo je MAC Pro Taký Drahý? | Google Stadia,UCf4pkVHnnWTqUbjxZgFzvfw,Duklock,2019-06-07T16:39:49Z
BoH6LOB6UP4,Google Stadia é a MAIOR PIADA do mundo gamer,UCoTIpyf8_RGzJ1LPTmvadaA,CENTRAL,2019-11-15T22:30:00Z
yfVyIS5XZvI,Nintendo Switch &amp; Google Stadia,UCvCtIO1it51jSkZGibS9R3w,Merryweather Comics,2020-05-11T20:06:21Z
wnneXKQFvwM,Google Stadia is FINALLY here: hands-on first impressions,UCOmcA3f_RrH6b9NmcNa4tdg,CNET,2019-11-18T17:00:11Z
HU9V99Snpug,Google Stadia - Is Cloud Gaming For Real? - Extra Credits,UCCODtTcd5M1JavPCOr_Uydg,Extra Credits,2019-04-10T17:30:00Z
_WLbp3vYY-c,DOOM ETERNAL Exclusive Raw Gameplay Captured on Google Stadia,UC5WkdMZGjkKs3UplZfVbatA,TommyT999,2019-09-08T20:00:03Z
hVTsj66g9bA,Not Dead Yet: Google Stadia 2020 Review &amp; Latency Benchmarks for Game Streaming,UChIs72whgZI9w6d6FhwGGHA,Gamers Nexus,2020-08-02T23:45:18Z
8fFCmqfrii8,I  went to GERMANY to try Google STADIA!,UCvwgF_0NOZe2vN4Q3g1bY-A,Vikkstar123,2019-08-31T17:15:17Z
ErlYgwMLkH4,Análisis de STADIA ¿Funciona el juego en streaming de Google?,UC05m1jT_pGm-DJKlpXsBYkA,3DJuegos.com,2019-11-19T09:23:44Z
Tv1qcrh1SKc,$380 Darksiders Genesis &quot;Nephilim&quot; Collector&#39;s Edition Unboxing (Google Stadia Gameplay),UCWVuy4NPohItH9-Gr7e8wqw,TheRelaxingEnd,2019-12-07T22:42:34Z
Yf5ebatpmec,ISTERIA COLLETTIVA PER GOOGLE STADIA,UC_eA572lBzVkpXhoeWnqSKQ,Quei Due Sul Server,2019-03-21T18:28:43Z
ABUN5SPD0zM,Le PROBLÈME de GOOGLE STADIA | EDITO,UCeVpI1jEdMUfboWOtl_Bq6g,Iconoclaste,2019-11-20T12:21:40Z
3awwM_aUEe0,Google Stadia vs. Microsoft xCloud: Real-world comparison,UC-6OW5aJYBFM33zXQlBKPNA,Engadget,2019-11-29T14:00:01Z
jatVIptOFu8,[รีวิว] Google Stadia - อนาคตของเกมมิ่ง?,UCoiEtD4v1qMAqHV5MDI5Qpg,9arm,2019-11-24T04:31:06Z
rHZuB6rtxhE,GOOGLE STADIA: la FINE di PLAYSTATION e XBOX? E il prezzo?,UCxKrf2zGbarAs-3zu_OQ-tw,PLAYERINSIDE,2019-03-20T13:00:09Z
ZbzZJVXK8Tg,Google Stadia Gaming Announcement Trailer,UCUnRn1f78foyP26XGkRfWsA,GameSpot Trailers,2019-03-19T19:55:00Z
mTWHAXu2Zrs,"Google Stadia DE GRAÇA, será que agora vai? e Valorant no BRASIL",UCJAbkIY17zAmCTNQHH0bQoQ,Gameplayrj,2020-04-09T23:00:31Z
