videoId,videoViewCount,likeCount,dislikeCount,commentCount
RH83eJyZ7OU,193027,9740,384,463
RNs-pWHYTYI,68118,1681,35,360
RZnkKQtvGAU,50237,2072,53,296
RiRYnvzO-yU,15210,1024,14,140
RkN0otDizOM,75344,1358,146,180
RsQL5pEhbAw,91774,874,36,65
RuDFo6Z8Xzw,298208,15335,741,1345
S7wF50idKQA,536186,4320,188,456
SBymZ7MYa5o,397202,25609,460,1516
SMkeVHscSPM,485247,12003,486,1757
SQkGFDNeOyk,36563,1144,67,111
SWnjZIaY5JI,31067,709,23,48
SXWfYpqY0hs,74748,2454,52,311
S_2cYk630wY,166048,8651,57,240
SdDhDiWUxxQ,35573,3614,47,536
ShtQ3O7LJXA,20326,1782,34,96
SjMo2rXmb74,237457,11049,180,673
T1SiSnbwiAI,13131,1203,38,136
T3pK6DIu4hM,64926,6475,158,152
T5BVyLTrt8U,501961,25421,1109,4212
TFDC_dzIg-k,339828,5398,67,367
TOnW2IxXTfI,86700,579,91,141
TZUQ212frF8,110211,5143,54,374
Tbinchz6Vrs,848006,16780,509,1756
Tht4Btp-YWg,87645,3819,126,373
Tl_VBgIkhhY,318238,16840,636,721
U95EVC42QUw,3062,249,18,28
UeBnhZGB_30,30148,117,12,34
UzCCRlfN1f4,223317,12005,332,646
V-mvS8P5uoA,392726,7943,339,1556
V11v5O3hypQ,57588,2932,32,365
V2sKsD91Nqs,70493,233,40,2
V6Hd91t5_Yk,52796,1026,62,101
VEWQxNWkgaM,601448,21815,860,1133
VJBbuskkjU0,81233,1095,38,102
VVNpGYd26jE,21837,686,15,144
VlZxm2m-KNM,68157,4432,60,318
W5ajOeQKrno,7356,497,12,20
WAeGOH4LvSU,13492,211,8,91
WE2E-BIm4wg,33978,1317,47,153
WI5S37orw04,6139,412,7,56
WWw4vmePQ68,37611,1518,24,203
WwSTBwVMbO0,29017,1426,30,165
WxDV3dy2bKo,76799,1962,33,376
X40OaORMlFY,73748,2648,82,309
X9gHwrm73Vc,104196,3366,299,754
XA4Is9bsS_w,23647,596,22,99
XThtCfgLb3Y,564116,13589,415,983
XV6cuBrCcvo,402737,4397,288,427
XbxNwFCppxg,6604,75,4,13
XjEdrNkiLFo,20126,703,18,87
XlDU3SEpoPk,43326,884,23,86
XqN-FLrBg1s,34973,1032,22,357
XqZTN1y6Cxg,160790,5635,52,96
Y1kxazEWaDw,102449,5632,205,384
Y9KgHIAmXMM,39604,2868,71,170
YLdBwpUflCw,172076,3274,71,195
YnkywNfcSys,168222,4061,60,206
YoNCCdKOlQI,5780,497,24,30
ZVfSexz8jGM,93543,900,45,116
ZXZXF1eUE9M,564248,19446,670,543
ZZ4Odp2bGzk,15296,484,30,289
_0g1zo8H6oA,88417,889,82,70
_7udaigVWrQ,59860,1484,28,126
_Nzyutc1Ofg,173649,2769,113,480
_nUAnqxqOrI,6256,363,7,88
a4W3zucSRg4,13329,379,8,156
aE26EtCSXzY,6971,1041,30,186
aHeF2WLtLv0,23198,876,27,144
a_qa3VZ9sT0,75210,1468,39,299
ajRjcsj2yLs,22550,1253,81,405
am27Y6DVe_Y,32427,447,17,86
b-ZrnCTCBtw,12105,10,1,0
b0010ns44QE,87328,1175,86,241
bFwnVxvliOM,24681,466,17,102
bM6jpAv8v7o,209755,2971,305,414
bPvWXrgunFI,55670,2069,27,119
bpbsgzD-Npw,251944,12702,327,1209
bqbDUsr5mbo,349911,10978,693,621
c18CDtfSv_k,3735,67,9,22
c4iE85aDlEA,544170,14343,133,810
c7DYCUioK74,66459,2704,56,277
cE8v37stvt8,13805,32,2,8
cEVSsMtlY1I,23341,1630,16,246
cS5W_ncwDIY,42608,2068,21,186
cSySOB2IYfc,155707,2995,35,387
ceoL5Ne-a-4,1022338,14484,500,1658
cvKQDyRvOZo,521294,14554,3591,906
dCdMa-t0RIM,25887,769,15,131
dJIStJf_U5w,176884,9180,348,1359
dME-GtCp_vY,260672,14574,459,815
dZnNNQ1LkvM,466124,23546,1553,3123
dnT40mjEoBI,201319,7792,136,807
drZlcBVAg9c,340434,12238,281,945
dxBx8xYTIXg,86428,1673,22,229
e5OYIyVbwUc,54484,710,58,105
e7i4wALiuQk,226360,7672,227,1289
eLwWc2vDtmE,57138,2400,55,389
eM9eL4R0R-I,939054,15031,450,1350
eOAqQYFkzS0,61359,1695,46,137
eOq8QFs4KIw,3452,264,3,135
eUicLiWd300,41275,1142,32,162
eVQ4aOHqdbk,410664,10151,144,1822
ehMl9n5P2D8,308228,12980,306,984
eqGF8BdjQLA,181310,2721,225,128
f3EOUJ9AWnQ,432757,5255,266,658
fEg8A64z98c,23559,218,8,32
fNvOOsbUdDI,75717,2255,108,207
fPT4YrSpGrE,97769,3583,56,491
fbi-TzktZQQ,7961,1136,5,534
fdG1m4Yn440,78076,2856,33,150
fkhzLnTKe4k,35448,1308,31,187
fn1ho1dDmao,29175,985,83,49
fyM9nAr3YCc,3687,204,12,46
g-Xl3yVympg,49904,562,138,147
g3sdZx_sOg0,21549,1042,13,169
gOOsQOdob3s,85035,3902,264,332
ghNXAW-jCKk,496905,56839,468,2577
gwbgJQishg8,704787,57149,1269,1886
h2WE3rKMJ7Y,7538,689,11,170
hRcuZUmaqn8,264652,11745,321,1671
hYS-lXEwPDQ,7595,257,6,135
hYhZLy_VOeE,98812,3855,206,422
hdfecD_gwXc,100820,4282,516,566
hsACfMbEp9A,47763,2438,81,303
hyR2rgJLXZg,29603,645,18,113
hzOKN6tR780,55352,3693,92,475
iAgtlV7mjko,12440,1288,46,163
iFl5a2paOCQ,329004,10198,333,1588
iLQQ6494r4I,48292,4457,66,172
iNbTKOaOl4A,582332,22232,423,1403
icwdHh3Ks4E,28606,1192,27,196
imsYBKaF1ME,268322,9906,511,1013
is-7c43n7RM,23859,1148,40,149
iuPmU3Q9slA,580515,24645,1215,754
jEWXoACSeYs,248050,2287,186,156
jR0ne5AyHh8,268515,2878,108,560
jRMq1IK4Tds,33743,737,27,106
jVpqksi1JWI,48020,1861,30,243
jcwagGAJHyQ,9506,2022,44,188
jfrwOQGbhoA,92853,2830,44,521
jfwKpbY00-o,6233,27,0,3
