videoId,title,channelId,channelTitle,Date,videoViewCount,likeCount,dislikeCount,commentCount,channelViewCount,subscriberCount,videoCount,positive_comments,negative_comments,neutral_comments,stock_price_before,stock_date_before,stock_price_after,stock_date_after
ngM3DCVHXBA,8300 LİRALIK YENİ NESİL KONSOL ELİMDE: XBOX SERIES X,UCXin0u5SrVEBjn5LhOoG97A,Enis Kirazoglu,2020-11-01,554985,42148,653,3936,197944708,858000,834,85,29,985,201.9413146972656,2020-10-30,223.1358184814453,2020-11-06
Eh8XmDvASUg,PLAYSTATION 5 vs XBOX SERIES: HANGİSİ DAHA İYİ? ALMAYA GEREK VAR MI?,UCXin0u5SrVEBjn5LhOoG97A,Enis Kirazoglu,2020-11-30,406314,31915,422,4270,197944708,858000,834,89,47,964,215.22999572753903,2020-11-27,214.3600006103516,2020-12-04
RnZAN91pUiw,"COD Black Ops Cold War: PS5 vs Xbox Series X - Ray Tracing, 120Hz Mode Tests + Series S Analysis!",UC9PBzalIcEQCsiIkq36PyUA,Digital Foundry,2020-11-23,536381,17773,629,7717,433403704,1090000,3175,535,250,313,210.38999938964844,2020-11-20,215.22999572753903,2020-11-27
r1HbGf2R7yk,Assassin&#39;s Creed Valhalla Patch 1.0.4 - PS5 vs Xbox Series X/ Series S - Has Frame-Rate Improved?,UC9PBzalIcEQCsiIkq36PyUA,Digital Foundry,2020-11-29,371937,14082,633,7585,433403704,1090000,3175,510,287,302,215.22999572753903,2020-11-27,214.3600006103516,2020-12-04
jWTaSnrOCd4,Borderlands 3 PS5 vs Xbox Series X: 4K60 and 120fps Modes Tested - Plus Series S Comparisons!,UC9PBzalIcEQCsiIkq36PyUA,Digital Foundry,2020-12-01,306084,10633,423,5140,433403704,1090000,3175,561,212,327,214.07000732421875,2020-11-30,214.2899932861328,2020-12-07
EziUiWkW_HM,Call of Duty Warzone: PS5 vs Xbox Series X/ Series S - Back-Compat Showdown + 120fps Analysis,UC9PBzalIcEQCsiIkq36PyUA,Digital Foundry,2020-12-07,73507,4671,194,1789,433403704,1090000,3175,238,97,155,214.3600006103516,2020-12-04,,
cFcWL4W34QY,Полная хроника 8-й войны консолей [PS4 против Xbox One],UCq7JZ8ATgQWeu6sDM1czjhg,StopGame.Ru,2020-11-21,572113,33555,1156,2098,826059775,1960000,4649,20,15,1065,210.38999938964844,2020-11-20,215.22999572753903,2020-11-27
sdBZ3nqn6vw,Обзор Xbox Series X. Зачем отменила «некстген»?,UCq7JZ8ATgQWeu6sDM1czjhg,StopGame.Ru,2020-11-06,395536,38547,2996,3616,826059775,1960000,4649,40,16,1043,222.7069396972656,2020-11-05,214.87744140625,2020-11-12
FsRPZEIlUMg,My NEW Xbox Series X was Broken ALREADY?,UCuJyaxv7V-HK4_qQzNK_BXQ,BeatEmUps,2020-11-12,529427,28605,3404,2384,162545898,1130000,713,518,177,405,215.9845428466797,2020-11-11,211.0800018310547,2020-11-18
SlFIpftMxMU,Asi Luce el Gta San andreas en Xbox Series X !,UCiCEpAj4fGMPtpnPtapsgGw,Trolencio911,2020-11-15,476305,55612,1586,3210,319572352,2160000,508,61,30,1009,215.94464111328125,2020-11-13,210.38999938964844,2020-11-20
TpsIlhV1L1g,COMPRÉ LA XBOX SERIES X 🤔 UNBOXING Y PRIMERAS IMPRESIONES,UCHvF0weGdYOYqFO1oy5cWZw,YANPOL,2020-11-16,474054,45308,3155,5294,106276306,857000,194,64,41,995,215.94464111328125,2020-11-13,210.38999938964844,2020-11-20
3ZqgINu1vxE,Máy Xbox vứt xó 5 năm lôi ra vẫn chạy tốt !!! Nể Microsoft quá !!!,UCc_gMV4N9vJtpy7GcMUHaVw,Trực Tiếp Game,2019-03-03,455368,12170,149,611,733096283,1490000,3095,111,14,269,110.1965789794922,2019-03-01,108.2184600830078,2019-03-08
AOE0tlyZhgE,UNBOXING XBOX SERIES X!! - LA MIA NUOVA CONSOLE NEXT-GEN,UCfZFwPGOpbWk0z0Fk7tU6yA,MikeShowSha,2020-10-28,441223,40309,570,2316,1081940915,2750000,3069,39,11,1047,212.6931610107422,2020-10-27,205.89096069335938,2020-11-03
kGXrNDIDuIY,NBA 2K21 - PS5 vs Xbox Series X (Load Times/Graphics/Gameplay) Comparison,UCLWL0ZsOCO-lveNvK_SVCXA,GamingWithOva,2020-11-13,447325,3629,493,2772,60919348,83900,604,619,128,284,214.87744140625,2020-11-12,212.4199981689453,2020-11-19
tik4yT3SIGw,Xbox Series X - Mi van a dobozban? (Unboxing),UCDeRsDqcB8zdkzErxrdHCOw,TheVR Tech,2020-10-28,424773,19125,425,868,48183715,365000,311,99,10,360,212.6931610107422,2020-10-27,205.89096069335938,2020-11-03
R_3shKx11Y8,120 fps egy KONZOLON? - Xbox Series S &amp; Series X teszt,UCDeRsDqcB8zdkzErxrdHCOw,TheVR Tech,2020-11-05,295905,14648,148,1005,48183715,365000,311,99,8,462,215.824951171875,2020-11-04,215.9845428466797,2020-11-11
LrOSAl7IXjY,PS5 vs Xbox Series X: Hogy futnak a játékok?,UCDeRsDqcB8zdkzErxrdHCOw,TheVR Tech,2020-11-20,258538,15820,177,868,48183715,365000,311,97,24,326,212.4199981689453,2020-11-19,213.8699951171875,2020-11-25
jGZzpr4BtAM,PlayStation 5 vs Xbox Series X: Which is better?,UC0oI44ZUVCqq4meNOOaKPTQ,SpawnPoiint,2020-11-24,514394,12500,790,4125,6568516,43300,59,531,105,464,210.1100006103516,2020-11-23,214.07000732421875,2020-11-30
WXPdlWLQ5PY,Xbox Series X Gameplay + Quick Resume | 86” 4K 120hz,UC0oI44ZUVCqq4meNOOaKPTQ,SpawnPoiint,2020-11-19,120885,2869,52,517,6568516,43300,59,125,27,123,211.0800018310547,2020-11-18,213.8699951171875,2020-11-25
ts8nOCgDJUs,Que pasaría si montáramos una 3080 en una XBOX ONE?  Imposible 😲,UC9eM3jqq5IfxbGHbuRR_jRw,Sfdx Show,2020-11-25,447661,38649,1123,2076,127616506,985000,609,49,39,1012,213.8600006103516,2020-11-24,216.2100067138672,2020-12-01
tcohQJH_WJU,"КТО ЕЩЁ ХОЧЕТ PS5, А НЕ XBOX?",UCXMTSawP2E1YcQGmMIw9WoQ,Стинт,2020-09-28,411811,29607,2325,2711,410219161,1980000,797,19,11,981,207.27734375,2020-09-25,205.65159606933597,2020-10-02
OfILILPjjEs,How XBOX players felt when the system launched with NO EXCLUSIVES!,UCr8t0PrQ1gZkLs53lE-HTpw,The Keef Crew,2020-11-24,437406,45619,746,7254,70320182,508000,406,451,188,460,210.1100006103516,2020-11-23,214.07000732421875,2020-11-30
pxyenY-PRGw,PLAYSTATION 5 y XBOX SERIES X EN  TIENDAS DE JAPON ! | AUSENCIA Y REVENDEDORES? PRECIOS,UCdB41UXrNAU_J7A7OnU4KSQ,Japan Gemu,2020-11-19,407756,20600,369,1248,55408508,590000,153,37,43,851,211.0800018310547,2020-11-18,213.8699951171875,2020-11-25
YRpFktvTO0w,PS5 vs Xbox Series X: Assassin&#39;s Creed Valhalla,UCbu2SsF-Or3Rsn3NxqODImw,GameSpot,2020-11-13,394483,3761,733,2696,2693782195,4470000,34967,554,155,295,214.87744140625,2020-11-12,212.4199981689453,2020-11-19
0duvlbro4Gk,"Phil Spencer Talks Xbox, Halo, Elden Ring, and More",UCbu2SsF-Or3Rsn3NxqODImw,GameSpot,2020-11-11,105438,4249,98,1106,2693782195,4470000,34967,287,75,259,210.45899963378903,2020-11-10,213.90000915527344,2020-11-17
6iezZjfWZas,Xbox Series X Setup and Impressions After 1 Week!,UCbR6jJpva9VIIAHTse4C3hw,Tim Schofield,2020-11-09,397444,6057,302,1188,190749091,700000,1614,239,84,199,223.1358184814453,2020-11-06,215.94464111328125,2020-11-13
CySxB1oJ90c,КУПИЛ СЕБЕ XBOX SERIES X,UCptRK95GEDXvJGOQIFg50fg,Игорь Линк,2020-11-24,396662,40056,776,2246,172076747,1110000,396,16,25,1059,210.1100006103516,2020-11-23,214.07000732421875,2020-11-30
SUPc2UZX1tY,ОТЗЫВ И ОБЗОР XBOX ONE S - НЕ ВСЕ ТАК ГЛАДКО КАК ХОТЕЛОСЬ БЫ!,UCY_5y5X34AxL_uWTPNndxog,DimaViper Live,2019-12-03,376287,10994,1818,1830,176303850,615000,1786,8,12,533,147.98233032226562,2019-12-02,149.7733612060547,2019-12-09
5zxyQ8Gp-OM,WSTĘPNIE O NOWYM - XBOX SERIES X,UCw5LLRR_2lv97Mfwmiy-q2Q,Ziemniak,2020-11-10,369198,20146,395,2378,162020476,890000,674,81,20,999,217.8197326660156,2020-11-09,216.6627655029297,2020-11-16
HczdLEXA4M0,CASI NOS CANCELAN LA PREVENTA!! | Recogiendo XBOX SERIES X/S SEGUNDA PARTE,UCr6U90SjEcVfNbj0UAGRFtA,Expector,2020-11-10,359718,19991,866,1525,26965404,296000,305,38,26,1036,217.8197326660156,2020-11-09,216.6627655029297,2020-11-16
QrM39Sp80MA,Mi XBOX SERIES X ha muerto... | En verdad no se que hacer :c,UCr6U90SjEcVfNbj0UAGRFtA,Expector,2020-11-19,233975,12744,931,5071,26965404,296000,305,49,33,1018,211.0800018310547,2020-11-18,213.8699951171875,2020-11-25
